Date,SO2,CO,O3,NO2,PM10 (cap),PM2.5,temp,rain,ws,wd,BLH,Cr,Ni,Zn,As,Pb,Mn
2019-10-15 11,0.002,0.3,0.033,0.007,15,6,15.3,0,3.4,70,1287.721,0.59570013,0.39,3.85,0.52,2.61,4.4
2019-10-15 12,0.002,0.3,0.034,0.008,18,5,15.2,0,2.1,50,1289.1108,0.786214987,0.08,3.97,0.33,2.32,3.5
2019-10-15 13,0.002,0.3,0.036,0.006,18,3,15.9,0,3.4,360,1261.238,0.538991591,0.252054965,2.75,0.4,2.24,2.2
2019-10-15 14,0.002,0.3,0.037,0.006,14,7,16,0,2.3,20,1259.6282,0.903151269,0.06,3.06,0.69,2.3,2
2019-10-15 15,0.002,0.279938928,0.042302677,0.00717823,15,5,16.6,0,2.8,50,1271.0574,0.04,0.11,3.21,0.59,2.22,3.13
2019-10-15 16,0.002039478,0.303411495,0.0417902,0.006026526,15.10373306,1,15.9,0,2.3,20,1261.6914,0.884924143,0.187997169,2.63,0.25,2.12,2.08
2019-10-15 17,0.002,0.346931053,0.04292211,0.006439069,18,5,15.6,0,2.7,20,1229.5823,0.71916451,0.269180508,3.2,0.23,1.94,2.78
2019-10-15 18,0.002,0.3,0.035,0.007,15,4,14.7,0,1.9,360,1154.1902,0.88205204,0.356579254,3.95,0.24,1.74,2.65
2019-10-15 19,0.002,0.4,0.028,0.009,18,4,13.6,0,1.5,340,644.9895,0.2,0.17,9.11,0.42,4.11,14.33
2019-10-15 20,0.002,0.4,0.028,0.008,16,7,12.8,0,1.2,340,585.79785,0.29,0.18,10.92,0.39,5.33,16.17
2019-10-15 21,0.002,0.4,0.025,0.009,16,6,12.4,0,1.9,320,583.96216,0.06,0.17,7.56,0.51,7.21,7.53
2019-10-15 22,0.002,0.4,0.023,0.009,13,3,11.4,0,0.4,206.6754653,578.2627,0.497221087,0.255755068,5.33,1.183625965,6.49,6.17
2019-10-15 23,0.002,0.4,0.02,0.01,11,2,11.6,0,1.7,340,520.8213,0.774876182,0.11,4.41,0.27,4.83,4.78
2019-10-16 10,0.003,0.6,0.01,0.018,29,11,15.2,0,1.4,20,1013.74,2.21,0.55,74.91,1.35,22.61,27.56
2019-10-16 11,0.003,0.4,0.033,0.009,29,7,17.2,0,1.9,340,1097.719,3.53,0.49,47.12,0.6,9.57,39.08
2019-10-16 12,0.002,0.4,0.039,0.008,12,7,18.8,0,1.9,50,1142.8994,0.7,0.25,24.27,0.67,5.3,14.06
2019-10-16 13,0.002,0.4,0.04,0.008,10,5,18.9,0,1.6,70,1153.1714,1.27,0.5,23.62,0.61,5.03,14.4
2019-10-16 14,0.002,0.4,0.041,0.009,14,7,19.3,0,1.2,140,1158.2219,1.08,0.51,31.51,0.49,5.04,14.9
2019-10-16 15,0.003,0.4,0.044,0.009,19,8,18.8,0,1.9,140,1131.6724,1.190161188,3.58147226,71.88451275,35.69965254,40.27751947,10.57360919
2019-10-16 16,0.003,0.4,0.043,0.009,17,6,18.1,0,2.4,110,1033.2661,1.16612572,1.308292695,31.2401855,7.792154794,13.10919434,7.594316577
2019-10-16 17,0.002,0.4,0.04,0.01,26,9,16.7,0,1.6,70,698.0625,0.873007564,1.194748643,22.34228133,1.897168164,6.50065885,5.703684643
2019-10-16 18,0.002,0.4,0.038,0.011,19,6,15.6,0,1.2,50,436.26904,1.007086592,1.535076879,15.81457205,1.331426699,5.961080718,3.825831169
2019-10-16 19,0.002,0.4,0.029,0.014,17,6,14,0,0.7,340,260.80933,1.184037577,0.902561968,19.9314347,0.933388879,5.077003672,11.03549853
2019-10-16 20,0.002,0.4,0.029,0.013,14,6,13.1,0,0.1,290.121494,204.71724,1.450199327,0.733727466,30.42256505,1.346543306,5.903872517,7.124562724
2019-10-16 21,0.002,0.4,0.02,0.014,10,5,13.3,0,1.1,320,176.84938,0.976358587,1.470461049,26.95593267,0.804911428,3.926689387,6.187469366
2019-10-16 22,0.002,0.4,0.021,0.015,14,8,13,0,1.7,320,181.04242,0.31,0.64,18.52,0.44,3.7,6.28
2019-10-16 23,0.002,0.4,0.018,0.016,9,5,11.5,0,1.228084677,303.9601572,149.48029,1.18,0.72,20.61,0.5,4.71,11.31
2019-10-17 10,0.003,0.5,0.024,0.012,21,8,17.1,0,2,340,900.9844,1.18,0.67,47.18,0.56,6.49,12.93
2019-10-17 11,0.003,0.4,0.035,0.009,21,5,18.1,0,1.8,20,939.9956,1.11,0.87,38.65,0.52,4.38,28.74
2019-10-17 12,0.002,0.3,0.039,0.008,9,4,18.4,0,2.5,50,998.4673,0.498838809,0.57,5.18,0.846467999,1.23,5.2
2019-10-17 13,0.002,0.3,0.04,0.007,10,3,18.1,0,2.1,20,1040.396,0.683528869,0.3,1.63,0.08,0.8,1.51
2019-10-17 14,0.002,0.3,0.04,0.007,8,4,18.4,0,3.6,360,1081.7742,0.687952658,0.07,1.55,0.1,0.36,2.15
2019-10-17 15,0.002,0.3,0.042,0.006,8,5,18.3,0,2.4,50,1051.4172,0.749656989,0.19,1.95,0.05,0.61,2.55
2019-10-17 16,0.002,0.3,0.041,0.007,13,5,18,0,2.3,20,955.6516,0.398538365,0.24,2.54,0.11,0.61,3.63
2019-10-17 17,0.002,0.3,0.04,0.006,13,2,17.6,0,2.2,360,932.5852,0.631161637,0.12,3.97,0.932766637,0.84,4.71
2019-10-17 18,0.002,0.3,0.038,0.008,8,4,17.2,0,1.5,20,921.91943,1.54,0.57,4.69,0.09,0.74,6.56
2019-10-17 19,0.002,0.3,0.039,0.007,13,6,17.4,0,2,360,763.4346,0.42,0.24,4.84,3.03,2.09,3.3
2019-10-17 20,0.002,0.3,0.04,0.006,11,5,17.1,0,1.8,20,646.949,0.382173333,0.29,3.54,0.96,1.42,2
2019-10-17 21,0.002,0.3,0.04,0.006,9,4,16.9,0,1.7,20,710.6853,0.509212945,0.33,1.89,0.925442678,1.52,2.09
2019-10-17 22,0.002,0.3,0.039,0.006,10,2,16.9,0,1.8,360,756.27075,0.04,0.33,1.79,0.08,0.73,1.91
2019-10-17 23,0.002,0.2,0.039,0.005,8,3,16.5,0,1.9,320,682.6433,0.07,0.28,8.13,0.29,2.48,3.85
2019-10-18 10,0.003,0.2,0.039,0.007,16,5,17.3,1.8,3.1,50,807.35864,0.5,0.54,5.19,1.69,5.38,5.59
2019-10-18 11,0.003,0.2,0.04,0.007,12,6,17.5,1.7,2.2,50,848.16064,0.454801804,0.21,4.9,1.1,3.57,4.4
2019-10-18 12,0.003,0.2,0.04,0.007,13,5,17.4,4.5,2,20,766.2888,1.45,0.58,4.43,0.89,2.64,5.2
2019-10-18 13,0.003,0.2,0.04,0.006,8,3,17.2,3.6,2.7,20,748.7866,0.32,0.22,3.45,0.55,2.12,1.87
2019-10-18 14,0.002,0.2,0.04,0.006,6,5,17.2,3,3.2,360,726.85034,0.06,0.17,3.11,0.44,1.27,3.18
2019-10-18 15,0.002,0.2,0.041,0.006,7,5,17,4,3.2,360,717.20703,0.31,0.08,7.06,0.22,1.16,14.24
2019-10-18 16,0.002,0.2,0.04,0.006,6,2,17.1,3.5,2.8,360,728.3718,0.41,0.24,3.61,0.11,0.87,6.71
2019-10-18 17,0.002,0.2,0.04,0.007,3,2,17.1,4.4,1.9,360,763.95996,0.26,0.27626235,1.79,0.02,1.05,2.88
2019-10-18 18,0.002,0.2,0.04,0.006,3,2,16.7,2.8,2.4,360,763.8208,0.24,0.01,3.27,0.23,0.31,6.16
2019-10-18 19,0.002,0.2,0.038,0.006,2,3,16.2,0.4,2,340,491.11304,0.58,0.25,11.86,0.11,1.07,12.66
2019-10-18 20,0.002,0.2,0.038,0.005,4,4,15.4,1.5,3.2,340,522.78955,0.839557553,0.09,12.25,0.09,2.51,5.66
2019-10-18 21,0.002,0.3,0.037,0.006,3,4,15.6,0.3,3.1,340,601.3242,0.95,0.09,18.62,0.24,3.2,4.79
2019-10-18 22,0.002,0.3,0.036,0.006,2,5,15.8,0,3.7,340,668.64404,1.73,0.44,27.92,0.58,5.38,6.03
2019-10-18 23,0.003,0.3,0.036,0.006,6,7,15.8,0,3.4,340,726.64795,2.38,0.55,39.86,0.42,10.57,3.82
2019-10-19 10,0.003,0.4,0.036,0.006,12,6,18.9,0,2.6,340,714.6135,1.25,0.2,38.67,0.29,4.1,13.09
2019-10-19 11,0.003,0.4,0.036,0.006,9,6,19.2,0,2.7,340,892.2256,2.42,0.29,52.92,0.62,5.68,14.66
2019-10-19 12,0.003,0.4,0.036,0.008,8,12,20.4,0,2.4,340,978.45874,2.75,0.86,71.5,0.99,7.82,30.23
2019-10-19 13,0.004,0.4,0.039,0.008,17,12,21.1,0,2.8,340,1064.7981,2.99,1.18,77.51,1.18,9.04,23.25
2019-10-19 14,0.003,0.4,0.042,0.007,21,18,21.6,0,1.5,70,1092.53,1.95,0.93,61.4,0.82,6.66,13.99
2019-10-19 15,0.002,0.3,0.046,0.006,26,7,20.5,0,2.4,20,1005.8799,0.21,0.18,12.28,1.62206707,2.92,5.44
2019-10-19 16,0.002,0.3,0.044,0.006,11,5,20,0,1.3,20,949.3196,0.26,0.07,5.2,0.08,1.38,2.79
2019-10-19 17,0.002,0.2,0.042,0.008,8,2,19,0,1.6,20,584.85693,0.477864356,0.05,3.35,0.16,1.41,4.77
2019-10-19 18,0.002,0.2,0.041,0.007,11,6,18.1,0,2.1,360,426.1975,0.528111585,0.29,2.53,0.06,1.04,2.64
2019-10-19 19,0.002,0.2,0.04,0.006,10,7,17.4,0,1.3,320,334.73267,0.909286382,0.398558657,2.6,1.246204228,0.93,0.98
2019-10-19 20,0.002,0.3,0.036,0.006,9,6,16.8,0,1.6,320,281.05908,1.383479816,0.05,21.99,0.34,4.14,4.38
2019-10-19 21,0.002,0.3,0.028,0.01,9,2,16.2,0,2.1,320,217.67767,0.647425863,0.09,3.61,0.09,0.64,1.66
2019-10-19 22,0.002,0.4,0.021,0.013,11,5.358899362,15.5,0,0.8,320,179.24396,0.844215673,0.12,2.66,0.524049318,0.82,0.9
2019-10-19 23,0.002,0.3,0.018,0.013,11,4,14.6,0,0.4,243.9432473,161.46281,0.870459393,0.1,5.43,0.25,0.7,1.28
2019-10-20 10,0.002,0.4,0.024,0.008,10,4,19.1,0,2.2,20,232.16167,0.89,0.45,17.29,0.47,5.06,4.84
2019-10-20 11,0.003,0.4,0.038,0.006,9,8,20.2,0,1.6,20,538.45044,0.83,0.25,18.05,0.62,5.2,6.86
2019-10-20 12,0.003,0.4,0.045,0.006,14,6,21.6,0,1.4,160,856.1665,0.14,0.15,14.68,0.24,4.24,3.79
2019-10-20 13,0.003,0.4,0.047,0.006,13,7,21.8,0,2.4,90,989.1648,0.23,0.3,20.43,0.720800379,4.39,3.98
2019-10-20 14,0.003,0.3,0.049,0.006,13,6,20.7,0,3.3,90,1025.2966,0.69,0.33,26.46,0.3,3.23,2.84
2019-10-20 15,0.003,0.4,0.048,0.006,15,4,20.5,0,2.6,70,980.8003,1.1,0.46,50.24,0.47,5.55,5.59
2019-10-20 16,0.003,0.3,0.047,0.006,11,6,19.7,0,3.1,90,777.0925,1.28,0.4,39.62,0.5,4.43,4.47
2019-10-20 17,0.002,0.3,0.045,0.007,15,6,18.9,0,2.3,70,624.0044,0.67,0.53,22.61,0.24,3.27,2.6
2019-10-20 18,0.002,0.2,0.041,0.007,12,5,17.9,0,0.9,50,475.44653,0.585794268,0.49,5.23,0.35,0.99,1.1
2019-10-20 19,0.002,0.2,0.039,0.007,7,6,17.4,0,0.8,20,301.87573,0.804604685,0.38,3.4,0.12,1.34,0.92
2019-10-20 20,0.002,0.2,0.034,0.008,7,5,16.7,0,1.1,360,189.46083,0.793000869,0.68,2.43,0.3,1.16,0.72
2019-10-20 21,0.002,0.2,0.03,0.009,11,10,16.3,0,0.5,360,184.9116,1.23561765,1.66,28.3,1.49,51.14,0.86
2019-10-20 22,0.002,0.3,0.025,0.01,11,7,15.3,0,0.5,340,218.11539,0.581553624,1.31,5.73,0.37,4.42,1.05
2019-10-20 23,0.002,0.3,0.027,0.008,14,7,15,0,1.4,340,246.69241,0.727759082,1.24,10.65,0.66,3.14,1.29
2019-10-21 10,0.003,0.5,0.024,0.013,17,6,18.9,0,2.8,360,832.8938,1.87,0.99,52.67,1.86,14.24,23.76
2019-10-21 11,0.003,0.3,0.04,0.009,15,5,20,0,3.8,20,1117.3923,1.25,0.73,28.82,1.21,6.34,12.59
2019-10-21 12,0.002,0.3,0.045,0.006,9,3,21.3,0,3.4,50,1227.5085,0.598249781,0.28,3.04,1.03,3.45,1.6
2019-10-21 13,0.002,0.2,0.046,0.005,13,4,20.7,0,3.5,50,1274.6753,0.465805759,0.35,1.93,0.84,2.7,0.8
2019-10-21 14,0.002,0.3,0.047,0.005,13,3,20.7,0,3.3,20,1337.6868,1.260207867,0.09,2.04,1.01,5.05,1.62
2019-10-21 15,0.002,0.3,0.047,0.005,10,2,20.5,0,3.5,20,1266.0815,0.907202522,0.39,3.09,1.09,8.06,2.18
2019-10-21 16,0.002,0.3,0.046,0.005,7,2,19.7,0,3.5,360,1095.4707,0.84146443,0.34,4.63,1.48,7.23,2.14
2019-10-21 17,0.002,0.3,0.045,0.006,10,4,19,0,2.7,20,1003.95166,0.494602537,0.42,5.52,1.21,6.78,2.99
2019-10-21 18,0.002,0.3,0.043,0.007,10,5,18.2,0,2.3,360,942.7622,0.548966445,0.51,5.15,1.17,7.31,3.92
2019-10-21 19,0.002,0.3,0.042,0.006,12,6,17.7,0,2.8,340,854.6782,0.504602928,0.55,5.8,1.47,8.24,8.97
2019-10-21 20,0.002,0.3,0.042,0.005,11,4,17.2,0,2.5,340,746.12036,1,0.66,7.58,1.59,8.6,11.51
2019-10-21 21,0.002,0.3,0.043,0.005,12,4,17.7,0,2.9,360,810.6731,0.24,0.84,7.73,1.72,7.15,9.62
2019-10-21 22,0.002,0.3,0.044,0.005,11,4,17.2,0,2.7,340,824.2095,0.01,0.63,6.69,1.53,7.76,7.43
2019-10-21 23,0.002,0.3,0.042,0.005,12,4,16.9,0,2.5,340,854.9712,0.17,0.64,8.93,1.74,7.08,7.19
2019-10-22 10,0.003,0.4,0.035,0.008,12,10,18.5,0,2.8,340,944.3235,0.903430713,0.409656479,24.31206426,1.195287697,6.089615426,11.40877117
2019-10-22 11,0.003,0.3,0.035,0.009,16,7,18.2,0,2.9,340,1048.0828,1.32,0.95,75.65,1.73,10.43,37.29
2019-10-22 12,0.003,0.3,0.039,0.007,16,6,19.1,0,2.8,360,1017.1638,1.57,1.18,67.6,2.24,11.16,24.27
2019-10-22 13,0.002,0.3,0.041,0.008,14,6,17.7,0.2,1.2,340,916.69434,1.343522505,0.46,31.17,1.66,6.28,8.64
2019-10-22 14,0.002,0.3,0.043,0.006,11,6,19,0,2.2,360,957.9336,0.426905781,0.59,10.12,1.84,6.63,3.28
2019-10-22 15,0.002,0.3,0.045,0.006,17,8,18.6,0,2.9,360,929.8447,0.56007885,0.29,7.13,2.25,6.78,2.9
2019-10-22 16,0.002,0.3,0.043,0.006,15,7,18.3,0,2,360,916.886,0.491280655,0.42,6.92,2.16,7.86,3.04
2019-10-22 17,0.002,0.3,0.041,0.008,18,7,17.7,0,1.1,340,878.5327,0.701850719,0.35,9.82,2.24,11.05,8.45
2019-10-22 18,0.002,0.3,0.034,0.01,18,8,17.9,0,1.2,340,801.6028,1.15,0.35,23.42,2.93,14.46,35.29
2019-10-22 19,0.002,0.3,0.035,0.009,19,8,17.7,0,2.2,340,513.62256,1.4,0.53,23.24,2.45,9.15,34.85
2019-10-22 20,0.002,0.3,0.042,0.006,20,9,17.4,0,2.6,340,534.8887,0.31,0.25,12.72,2.23,8.12,11.82
2019-10-22 21,0.002,0.3,0.043,0.005,19,6,17.3,0,2.8,340,605.291,0.05,0.27,11.55,2.55,8.37,9.93
2019-10-22 22,0.002,0.3,0.043,0.005,15,5,17.1,0,2.7,340,657.074,0.28,0.24,10.52,2.75,8.23,8.06
2019-10-22 23,0.002,0.3,0.041,0.005,12,4,16.5,0,2.5,340,684.5056,0.56,0.25,18.88,3.03,10.09,10.61
2019-10-23 10,0.003,0.4,0.039,0.009,18,8,19.5,0,2.5,20,1000.58716,1,0.69,76.15,3.84,14.78,23.7
2019-10-23 11,0.002,0.3,0.045,0.007,17,6,19.2,0,1.6,20,1111.511,0.638346774,0.35,8.58,3.65,9.83,3.84
2019-10-23 12,0.002,0.3,0.045,0.007,17,7,19.5,0,2.5,50,888.89746,0.442086075,0.27,7.86,3.48,9.58,5.25
2019-10-23 13,0.002,0.3,0.047,0.006,16,11,19.2,0,3,70,815.9751,0.448887137,0.408418225,7.28,4.43,11.33,3.05
2019-10-23 14,0.002,0.3,0.046,0.007,25,10,19.3,0,2.2,50,863.2561,0.516907131,0.11,8.5,4.92,12.76,5.14
2019-10-23 15,0.002,0.3,0.046,0.007,21,9,19.2,0,3.3,70,953.4878,0.79068992,0.413108716,10.38,4.62,12.42,5.56
2019-10-23 16,0.002,0.3,0.048,0.007,23,10,18.8,0,1.8,20,997.5542,0.03,0.14,14.21,4.93,12.29,6.76
2019-10-23 17,0.002,0.4,0.046,0.009,28,13,18.5,0,1.9,360,898.5906,0.24,0.33,18.15,4.29,12.42,8.02
2019-10-23 18,0.002,0.4,0.047,0.007,33,15,18.4,0,2.1,360,839.49243,0.52,0.33,21,4.41,14.12,8.58
2019-10-23 19,0.002,0.4,0.047,0.008,34,16,18.4,0,2.2,360,422.01855,0.47,0.49,21.69,3.74,13.22,8.36
2019-10-23 20,0.002,0.4,0.049,0.005,39,14,18.4,0,1.6,360,455.00977,0.43,0.28,20.8,3.32,11.77,8.06
2019-10-23 21,0.002,0.4,0.047,0.005,32,11,18.2,0,2.1,360,647.1172,0.06,0.31,16.26,3.05,9.97,6.91
2019-10-23 22,0.002,0.4,0.045,0.005,32,8,17.7,0,2.4,360,760.677,0.14,0.3,11.95,2.9,8.54,4.65
2019-10-23 23,0.002,0.3,0.045,0.005,25,8,16.6,0.1,1.5,360,859.15186,0.17,0.23,12.58,2.74,8.43,5.61
2019-10-24 10,0.002,0.2,0.041,0.006,17,6,17.9,1.3,3.7,360,812.37646,0.54,0.35,21.42,0.82,3.48,23.42
2019-10-24 11,0.002,0.2,0.039,0.006,13,4,17,0.8,3.1,340,762.1116,0.21,0.16,8.82,0.39,2.06,16.17
2019-10-24 12,0.002,0.2,0.041,0.005,8,3,18.3,0.2,2.9,360,681.2285,0.51,0.24,10.03,0.26,1.61,18.49
2019-10-24 13,0.002,0.1,0.04,0.005,7,2,18,0.4,3.4,340,593.8528,0.99,0.84,8.47,0.36,0.92,17.65
2019-10-24 14,0.002,0.2,0.039,0.005,5,3,17.3,5.3,3.5,340,583.63086,0.61,0.15,12.88,0.28,1.5,10.27
2019-10-24 15,0.002,0.2,0.038,0.006,6,4,17.4,1.7,3.1,340,615.56396,1.62,0.59,17.54,0.39,1.66,21.29
2019-10-24 16,0.003,0.3,0.037,0.008,4,4,17.5,0.5,3.2,340,634.6135,2.75,1.29,37.61,0.77,4.05,43.2
2019-10-24 17,0.003,0.3,0.039,0.007,12,9,17.1,0,3.8,340,626.0508,2.27,1.1,37.77,0.66,5.53,32.59
2019-10-24 18,0.003,0.4,0.036,0.008,8,6,16.9,0.1,2.8,340,627.2466,2.57,1.14,35.18,0.74,5.25,22.55
2019-10-24 19,0.003,0.4,0.034,0.008,9,4,16.4,0.2,3.4,340,711.48584,2.72,1.26,28.92,0.62,4.47,16.76
2019-10-24 20,0.003,0.5,0.034,0.008,5,6,16.8,0,3.3,340,695.8965,1.43,0.64,29.79,0.35,4.82,9.13
2019-10-24 21,0.002,0.3,0.039,0.005,13,4,16.7,0,3.4,340,680.9646,0.47,0.41,14.37,0.29,1.92,5.09
2019-10-24 22,0.002,0.3,0.041,0.005,7,1,16.6,0,3.2,340,739.9656,0.42,0.39,18.18,0.4,2.06,2.3
2019-10-24 23,0.002,0.3,0.041,0.004,5,3,17.1,0,3.4,340,719.8562,0.33,0.14,34.33,0.48,2.58,2.01
2019-10-25 10,0.003,0.4,0.039,0.007,19,7,18,0,4.3,340,916.2744,0.66,0.43,60.71,1.11,6.54,16.03
2019-10-25 11,0.002,0.3,0.039,0.006,22,6,18.7,0,3.3,340,931.42944,0.27,0.35,38.01,1.32,4.56,8.83
2019-10-25 12,0.002,0.3,0.04,0.005,19,6,19.8,0,4.2,340,957.0459,0.51,0.3,27.27,0.83,4.29,14.2
2019-10-25 13,0.003,0.4,0.041,0.006,17,7,21.1,0,3.5,340,994.22705,2.27,0.85,62.36,1.05,7.51,15.87
2019-10-25 14,0.004,0.5,0.04,0.008,17,11,22.3,0,1.9,340,1042.3428,3.74,1.24,117.53,1.69,10.72,19.07
2019-10-25 15,0.003,0.4,0.043,0.007,27,9,21.7,0,1.4,360,985.8179,1.18,0.48,52.4,0.67,5.2,19.49
2019-10-25 16,0.003,0.3,0.038,0.009,19,7,20,0,2.1,90,721.1814,1.24,0.44,39.73,0.65,4.13,11.03
2019-10-25 17,0.002,0.3,0.037,0.01,24,6,19.2,0,0.9,50,409.73682,0.676394799,0.2,6.59,0.35,2.36,11.23
2019-10-25 18,0.002,0.3,0.031,0.012,27,9,17.9,0,0.6,20,251.59422,0.529777637,0.2,9.18,0.49,3.39,6.53
2019-10-25 19,0.002,0.3,0.025,0.013,25,8,17.2,0,1.3,340,192.83618,0.5,0.41,8.8,0.64,2.27,8.15
2019-10-25 20,0.002,0.4,0.02,0.013,26,7,16.8,0,0.5,270,97.1548,2.09,0.89,37.5,0.75,3.13,49.48
2019-10-25 21,0.003,0.4,0.02,0.012,25,13,17,0,1,320,74.443924,1.95,1.22,36.76,0.41,4.8,27.81
2019-10-25 22,0.003,0.4,0.018,0.012,23,9,16.5,0,0.6,360,69.87631,2.13,1.38,52.46,1.03,4.68,36.34
2019-10-25 23,0.003,0.5,0.014,0.013,21,11,16,0,0.4,300.7640161,56.932037,3.48,1.42,61.29,0.75,5.24,53.27
2019-10-26 10,0.002,0.5,0.04,0.006,31,17,17.8,0,2.9,320,578.4109,1.54,0.49,32.05,2.21,11.38,9.74
2019-10-26 11,0.002,0.5,0.04,0.006,26,9,17.7,0,3.2,320,617.59985,0.76,0.32,20.3,1.24,7.65,6.46
2019-10-26 12,0.002,0.5,0.041,0.006,23,7,17.4,0,3.1,290,686.6394,0.8,0.29,15.4,1.11,5.95,4.51
2019-10-26 13,0.002,0.4,0.041,0.006,17,5,18.7,0,2.2,360,771.43994,0.39,0.43,19,1.1,8.12,6.5
2019-10-26 14,0.002,0.4,0.043,0.006,19,8,18.8,0,2.1,360,874.69556,0.54,0.71,22.04,1.31,8.66,7.9
2019-10-26 15,0.002,0.4,0.045,0.006,21,10,18.6,0,2.8,340,935.4885,0.76,0.98,24.27,1.6,8.55,9.98
2019-10-26 16,0.002,0.4,0.045,0.006,21,10,18,0,2.4,340,903.26416,0.98,0.99,27.35,1.79,9.61,10.72
2019-10-26 17,0.002,0.4,0.043,0.007,25,14,16.2,0,2.2,290,803.1255,0.45,0.47,20.4,1.29,6.83,6.26
2019-10-26 18,0.002,0.4,0.04,0.008,22,10,15.2,0,2.1,320,641.60425,0.39,0.45,17.23,0.98,5.48,5.42
2019-10-26 19,0.002,0.4,0.039,0.008,27,10,14.1,0,3.1,290,367.2766,0.35,0.41,15.55,1.04,4.44,5.32
2019-10-26 20,0.002,0.5,0.037,0.008,20,8,13.6,0,2.1,320,416.04565,0.16,0.23,21.6,0.69,5.6,6.03
2019-10-26 21,0.002,0.5,0.035,0.007,19,9,13.3,0,2.5,340,397.39062,0.49,0.24,36.71,0.91,6.21,6.72
2019-10-26 22,0.002,0.5,0.035,0.008,25,17,12.9,0,2,320,363.114,0.65,0.17,29.45,1.13,8.78,9.4
2019-10-26 23,0.002,0.5,0.035,0.008,26,17,12.2,0,2.1,320,347.41235,0.97,0.22,23.72,1.61,9.1,9.58
2019-10-27 10,0.003,0.5,0.036,0.005,18,6,13.9,0,3,340,413.1692,0.14,0.05,14.17,7.29,17.81,6.64
2019-10-27 11,0.002,0.5,0.039,0.005,12,4,15.2,0,3.5,340,490.22363,0.13,0.13,13.72,6.22,14.25,5.21
2019-10-27 12,0.002,0.5,0.042,0.005,13,2,16.5,0,3,360,635.46606,0.06,0.01,11.18,3.57,9.67,3.33
2019-10-27 13,0.002,0.5,0.044,0.004,12,1,17,0,2.4,340,853.3081,0.486425474,0.533117406,10.66,2.64,8.4,2.49
2019-10-27 14,0.002,0.5,0.045,0.005,8,6.591299586,17.7,0,1.6,340,964.2334,0.22,0.01,12.45,2.61,10.07,2.58
2019-10-27 15,0.002,0.4,0.046,0.005,9,1,17.5,0,2.1,340,1001.40845,0.13,0.18709459,13.48,2.46,8.56,2.89
2019-10-27 16,0.002,0.5,0.046,0.005,10,2,17,0,1.5,320,980.905,0.995173767,0.326281092,14.06,2.72,10.55,2.49
2019-10-27 17,0.002,0.4,0.043,0.005,12,2,15,0,2.2,340,846.84985,0.17,0.529910434,11.47,2.45,9.73,3.43
2019-10-27 18,0.002,0.5,0.035,0.009,12,1,13,0,1.6,340,463.08765,0.21,0.03,10.81,2.61,8.35,4.86
2019-10-27 19,0.002,0.5,0.023,0.017,10,9,11.2,0,0.8,320,211.79962,0.617819008,0.463907257,13.51,2.64,11.22,3.99
2019-10-27 20,0.002,0.5,0.035,0.01,22,8,11,0,1.3,340,134.60979,0.18,0.768190105,13.38,2.03,9.98,3.66
2019-10-27 21,0.002,0.5,0.031,0.01,17,4,10.6,0,1.8,320,110.99153,0.04,0.821136644,17.16,1.57,8.73,3.02
2019-10-27 22,0.002,0.5,0.029,0.01,14,2,11,0,2.3,320,108.34531,0.952151613,0.966305257,28.83,1.94,12.06,3.66
2019-10-27 23,0.002,0.5,0.025,0.012,16,5,9.6,0,1,340,98.040985,4.592848316,11.95691394,439.18,2.47,22.24,3.5
2019-10-28 10,0.003,0.6,0.015,0.02,37,21,14.6,0,1.1,340,315.55713,0.25,0.3,74.73,2.11,17.35,10.79
2019-10-28 11,0.003,0.5,0.027,0.018,38,13,17.1,0,1.5,110,563.24805,0.56,0.76,72.58,4.03,21.21,12.22
2019-10-28 12,0.004,0.5,0.037,0.015,35,15,17.9,0,2.5,200,871.4297,0.33,1.37,68.45,11.16,37.94,7.69
2019-10-28 13,0.008,0.6,0.046,0.019,29,16,19.3,0,2.6,180,1027.6655,2.13,3.92,140.93,21.3,73.82,29.76
2019-10-28 14,0.004,0.5,0.051,0.012,34,11,19.7,0,2.7,160,1096.1907,0.89,1.78,61.95,10.65,34.87,6.75
2019-10-28 15,0.004,0.5,0.048,0.014,23,7,19.3,0,3.7,200,1097.1187,1.85,2.23,42.8,4.51,14.88,11.65
2019-10-28 16,0.003,0.5,0.049,0.012,19,8,18.7,0,2.9,200,1002.979,5.23,4.7,40.19,2.15,7.71,20.96
2019-10-28 17,0.003,0.5,0.042,0.015,18,10,17.4,0,2.7,200,814.209,5.03,5.08,35.57,1.3,6.95,22.7
2019-10-28 18,0.003,0.5,0.039,0.018,21,8,16.1,0,2.8,200,579.48413,5.12,5.15,50.5,1.22,7.46,39.9
2019-10-28 19,0.003,0.5,0.032,0.021,25,13,15,0,2.1,230,383.46973,5.46,6.03,57.98,1.48,8.2,38.4
2019-10-28 20,0.003,0.5,0.032,0.019,21,14,13.7,0,1.789372982,249.7483819,344.36182,5.13,6.76,52.66,1.84,7.77,36.3
2019-10-28 21,0.003,0.5,0.028,0.018,23,14,14.1,0,1.7,270,315.3098,5.06,6.52,52.12,1.77,7.93,36.43
2019-10-28 22,0.003,0.5,0.024,0.021,24,12,14.4,0,1.3,250,324.9807,3.71,5.12,45.45,1.57,7.62,30.67
